subject_id,trial_index,task_type,current_difficulty,accuracy,response_time_ms,error_count,hints_used,completion_rate,consecutive_successes,consecutive_errors,target_action
SUBJ_NER_017,35,reminiscence,1,1.0,4374,0,0,1.0,0,26,0
SUBJ_NER_017,36,memory_match,1,1.0,4958,0,0,1.0,0,27,0
SUBJ_NER_017,37,pattern_recognition,1,1.0,3605,0,0,1.0,0,28,0
SUBJ_NER_017,38,routine_recall,1,1.0,4267,0,0,1.0,0,29,0
SUBJ_NER_017,39,object_memory,1,1.0,4746,0,0,1.0,0,30,0
SUBJ_NER_017,40,reminiscence,1,1.0,2283,0,0,1.0,0,31,0
SUBJ_NER_017,41,memory_match,1,0.0,4457,3,1,1.0,0,32,0
SUBJ_NER_017,42,pattern_recognition,1,0.0,4058,1,0,1.0,0,33,0
SUBJ_NER_017,43,routine_recall,1,1.0,4323,0,0,1.0,0,34,0
SUBJ_NER_017,44,object_memory,1,1.0,2918,0,0,1.0,0,35,0
SUBJ_NER_017,45,reminiscence,1,1.0,2445,0,0,1.0,0,36,0
SUBJ_NER_017,46,memory_match,1,0.0,2898,1,1,1.0,0,37,0
SUBJ_NER_017,47,pattern_recognition,1,0.0,4343,1,0,1.0,0,38,0
SUBJ_NER_017,48,routine_recall,1,1.0,3204,0,0,1.0,0,39,0
SUBJ_NER_017,49,object_memory,1,1.0,2801,0,0,1.0,0,40,0
SUBJ_NER_017,50,reminiscence,1,1.0,3687,0,0,1.0,0,41,0
SUBJ_NER_017,51,memory_match,1,0.0,2524,1,1,1.0,0,42,0
SUBJ_NER_017,52,pattern_recognition,1,0.0,2808,1,0,1.0,0,43,0
SUBJ_NER_017,53,routine_recall,1,1.0,3622,0,0,1.0,0,44,0
SUBJ_NER_017,54,object_memory,1,1.0,3772,0,0,1.0,0,45,0
SUBJ_NER_017,55,reminiscence,1,0.0,5859,1,0,0.5,0,46,0
SUBJ_NER_017,56,memory_match,1,1.0,2637,0,0,1.0,0,47,0
SUBJ_NER_017,57,pattern_recognition,1,1.0,3722,0,0,1.0,0,48,0
SUBJ_NER_017,58,routine_recall,1,0.0,3459,1,0,1.0,0,49,0
SUBJ_NER_017,59,object_memory,1,0.0,3663,1,0,1.0,0,50,0
SUBJ_NER_017,60,reminiscence,1,0.0,3749,2,0,0.8,0,51,0
SUBJ_NER_018,1,memory_match,1,1.0,1806,0,0,1.0,1,0,1
SUBJ_NER_018,2,pattern_recognition,1,0.0,1858,2,0,1.0,0,1,0
SUBJ_NER_018,3,routine_recall,1,1.0,1454,0,0,1.0,1,0,1
SUBJ_NER_018,4,object_memory,1,1.0,1247,0,0,1.0,2,0,2
SUBJ_NER_018,5,reminiscence,2,0.0,1969,1,0,1.0,0,1,0
SUBJ_NER_018,6,memory_match,1,0.0,1361,2,2,1.0,0,2,0
SUBJ_NER_018,7,pattern_recognition,1,0.0,2054,1,0,1.0,0,3,0
SUBJ_NER_018,8,routine_recall,1,0.0,2384,2,0,1.0,0,4,0
SUBJ_NER_018,9,object_memory,1,0.0,1531,2,0,1.0,0,5,0
SUBJ_NER_018,10,reminiscence,1,0.0,1875,1,0,1.0,0,6,0
SUBJ_NER_018,11,memory_match,1,1.0,1170,0,0,1.0,0,7,0
SUBJ_NER_018,12,pattern_recognition,1,1.0,1189,0,0,1.0,0,8,0
SUBJ_NER_018,13,routine_recall,1,1.0,1148,0,0,1.0,0,9,0
SUBJ_NER_018,14,object_memory,1,1.0,1617,0,0,1.0,0,10,0
SUBJ_NER_018,15,reminiscence,1,1.0,876,0,0,1.0,0,11,0
SUBJ_NER_018,16,memory_match,1,1.0,1991,0,0,1.0,0,12,0
SUBJ_NER_018,17,pattern_recognition,1,1.0,1762,0,0,1.0,0,13,0
SUBJ_NER_018,18,routine_recall,1,0.0,1735,1,0,1.0,0,14,0
SUBJ_NER_018,19,object_memory,1,0.0,2707,2,0,1.0,0,15,0
SUBJ_NER_018,20,reminiscence,1,1.0,1380,0,0,1.0,0,16,0
SUBJ_NER_018,21,memory_match,1,1.0,1596,0,0,1.0,0,17,0
SUBJ_NER_018,22,pattern_recognition,1,1.0,2400,0,0,1.0,0,18,0
SUBJ_NER_018,23,routine_recall,1,1.0,1497,0,0,1.0,0,19,0
SUBJ_NER_018,24,object_memory,1,0.0,1757,1,1,1.0,0,20,0
SUBJ_NER_018,25,reminiscence,1,1.0,1099,0,0,1.0,0,21,0
SUBJ_NER_018,26,memory_match,1,0.0,1910,2,1,1.0,0,22,0
SUBJ_NER_018,27,pattern_recognition,1,0.0,1597,1,0,1.0,0,23,0
SUBJ_NER_018,28,routine_recall,1,1.0,1240,0,0,1.0,0,24,0
SUBJ_NER_018,29,object_memory,1,1.0,1691,0,0,1.0,0,25,0
SUBJ_NER_018,30,reminiscence,1,1.0,944,0,0,1.0,0,26,0
SUBJ_NER_018,31,memory_match,1,1.0,1179,0,0,1.0,0,27,0
SUBJ_NER_018,32,pattern_recognition,1,1.0,1281,0,0,1.0,0,28,0
SUBJ_NER_018,33,routine_recall,1,1.0,695,0,0,1.0,0,29,0
SUBJ_NER_018,34,object_memory,1,1.0,1044,0,0,1.0,0,30,0
SUBJ_NER_018,35,reminiscence,1,0.0,1615,2,0,1.0,0,31,0
SUBJ_NER_018,36,memory_match,1,1.0,1413,0,0,1.0,0,32,0
SUBJ_NER_018,37,pattern_recognition,1,1.0,1535,0,0,1.0,0,33,0
SUBJ_NER_018,38,routine_recall,1,1.0,1158,0,0,1.0,0,34,0
SUBJ_NER_018,39,object_memory,1,1.0,1222,0,0,1.0,0,35,0
SUBJ_NER_018,40,reminiscence,1,0.0,1455,1,0,1.0,0,36,0
SUBJ_NER_018,41,memory_match,1,0.0,1456,1,1,1.0,0,37,0
SUBJ_NER_018,42,pattern_recognition,1,1.0,1304,0,0,1.0,0,38,0
SUBJ_NER_018,43,routine_recall,1,1.0,2216,0,0,1.0,0,39,0
SUBJ_NER_018,44,object_memory,1,0.0,1182,2,0,1.0,0,40,0
SUBJ_NER_018,45,reminiscence,1,0.0,1289,1,0,1.0,0,41,0
SUBJ_NER_018,46,memory_match,1,0.0,1548,1,0,1.0,0,42,0
SUBJ_NER_018,47,pattern_recognition,1,1.0,1561,0,0,1.0,0,43,0
SUBJ_NER_018,48,routine_recall,1,0.0,1771,1,1,1.0,0,44,0
SUBJ_NER_018,49,object_memory,1,1.0,1032,0,0,1.0,0,45,0
SUBJ_NER_018,50,reminiscence,1,0.0,1668,2,0,1.0,0,46,0
SUBJ_NER_018,51,memory_match,1,0.0,2270,1,0,1.0,0,47,0
SUBJ_NER_018,52,pattern_recognition,1,0.0,1654,2,1,1.0,0,48,0
SUBJ_NER_018,53,routine_recall,1,1.0,2071,0,0,1.0,0,49,0
SUBJ_NER_018,54,object_memory,1,1.0,1698,0,0,1.0,0,50,0
SUBJ_NER_018,55,reminiscence,1,1.0,1242,0,0,1.0,0,51,0
SUBJ_NER_018,56,memory_match,1,0.0,1460,1,0,1.0,0,52,0
SUBJ_NER_018,57,pattern_recognition,1,1.0,969,0,0,1.0,0,53,0
SUBJ_NER_018,58,routine_recall,1,0.0,2144,1,0,0.5,0,54,0
SUBJ_NER_018,59,object_memory,1,1.0,1397,0,0,1.0,0,55,0
SUBJ_NER_018,60,reminiscence,1,0.0,1573,1,0,1.0,0,56,0
SUBJ_NER_019,1,memory_match,1,0.0,3445,2,0,1.0,0,1,0
SUBJ_NER_019,2,pattern_recognition,1,1.0,2829,0,0,1.0,1,0,1
SUBJ_NER_019,3,routine_recall,1,0.0,3935,3,0,1.0,0,1,0
SUBJ_NER_019,4,object_memory,1,0.0,2178,1,0,1.0,0,2,0
SUBJ_NER_019,5,reminiscence,1,0.0,3992,2,0,1.0,0,3,0
SUBJ_NER_019,6,memory_match,1,1.0,2651,0,0,1.0,0,4,0
SUBJ_NER_019,7,pattern_recognition,1,0.0,2922,1,2,1.0,0,5,0
SUBJ_NER_019,8,routine_recall,1,0.0,3467,1,0,1.0,0,6,0
SUBJ_NER_019,9,object_memory,1,0.0,4261,1,0,1.0,0,7,0
SUBJ_NER_019,10,reminiscence,1,1.0,2446,0,0,1.0,0,8,0
SUBJ_NER_019,11,memory_match,1,0.0,2869,2,0,1.0,0,9,0
SUBJ_NER_019,12,pattern_recognition,1,0.0,2816,1,0,1.0,0,10,0
SUBJ_NER_019,13,routine_recall,1,1.0,1521,0,0,1.0,0,11,0
SUBJ_NER_019,14,object_memory,1,0.0,3747,1,2,1.0,0,12,0
SUBJ_NER_019,15,reminiscence,1,0.0,3028,2,0,1.0,0,13,0
SUBJ_NER_019,16,memory_match,1,1.0,3707,0,0,1.0,0,14,0
SUBJ_NER_019,17,pattern_recognition,1,0.0,2366,2,0,1.0,0,15,0
SUBJ_NER_019,18,routine_recall,1,0.0,2712,1,0,1.0,0,16,0
SUBJ_NER_019,19,object_memory,1,0.0,3138,1,1,1.0,0,17,0
SUBJ_NER_019,20,reminiscence,1,0.0,2527,1,0,1.0,0,18,0
SUBJ_NER_019,21,memory_match,1,0.0,2914,1,0,1.0,0,19,0
SUBJ_NER_019,22,pattern_recognition,1,0.0,2890,2,1,1.0,0,20,0
SUBJ_NER_019,23,routine_recall,1,0.0,3476,2,1,1.0,0,21,0
SUBJ_NER_019,24,object_memory,1,0.0,4462,1,1,1.0,0,22,0
SUBJ_NER_019,25,reminiscence,1,0.0,2533,2,0,1.0,0,23,0
SUBJ_NER_019,26,memory_match,1,0.0,2848,1,0,1.0,0,24,0
SUBJ_NER_019,27,pattern_recognition,1,1.0,3404,0,0,1.0,0,25,0
SUBJ_NER_019,28,routine_recall,1,1.0,2632,0,0,1.0,0,26,0
SUBJ_NER_019,29,object_memory,1,0.0,2430,1,1,1.0,0,27,0
SUBJ_NER_019,30,reminiscence,1,0.0,2559,1,0,1.0,0,28,0
SUBJ_NER_019,31,memory_match,1,0.0,3301,3,1,1.0,0,29,0
SUBJ_NER_019,32,pattern_recognition,1,1.0,2223,0,0,1.0,0,30,0
SUBJ_NER_019,33,routine_recall,1,0.0,3587,1,0,1.0,0,31,0
SUBJ_NER_019,34,object_memory,1,0.0,3545,1,0,1.0,0,32,0
SUBJ_NER_019,35,reminiscence,1,0.0,2693,1,0,1.0,0,33,0
SUBJ_NER_019,36,memory_match,1,0.0,2731,1,0,1.0,0,34,0
SUBJ_NER_019,37,pattern_recognition,1,0.0,3406,1,1,1.0,0,35,0
SUBJ_NER_019,38,routine_recall,1,1.0,2429,0,0,1.0,0,36,0
SUBJ_NER_019,39,object_memory,1,1.0,2739,0,0,1.0,0,37,0
SUBJ_NER_019,40,reminiscence,1,0.0,3476,2,0,1.0,0,38,0
SUBJ_NER_019,41,memory_match,1,0.0,5173,1,1,1.0,0,39,0
SUBJ_NER_019,42,pattern_recognition,1,0.0,3507,2,0,1.0,0,40,0
SUBJ_NER_019,43,routine_recall,1,0.0,3914,3,1,1.0,0,41,0
SUBJ_NER_019,44,object_memory,1,0.0,3580,1,0,1.0,0,42,0
SUBJ_NER_019,45,reminiscence,1,1.0,3284,0,0,1.0,0,43,0
SUBJ_NER_019,46,memory_match,1,0.0,4089,2,0,1.0,0,44,0
SUBJ_NER_019,47,pattern_recognition,1,0.0,3009,2,1,1.0,0,45,0
SUBJ_NER_019,48,routine_recall,1,0.0,5316,1,1,1.0,0,46,0
SUBJ_NER_019,49,object_memory,1,0.0,5311,1,0,1.0,0,47,0
SUBJ_NER_019,50,reminiscence,1,0.0,2948,3,2,1.0,0,48,0
SUBJ_NER_019,51,memory_match,1,1.0,2521,0,0,1.0,0,49,0
SUBJ_NER_019,52,pattern_recognition,1,1.0,3141,0,0,1.0,0,50,0
SUBJ_NER_019,53,routine_recall,1,0.0,3904,1,0,1.0,0,51,0
SUBJ_NER_019,54,object_memory,1,0.0,2783,2,0,1.0,0,52,0
SUBJ_NER_019,55,reminiscence,1,0.0,2316,1,1,1.0,0,53,0
SUBJ_NER_019,56,memory_match,1,0.0,3657,1,0,1.0,0,54,0
SUBJ_NER_019,57,pattern_recognition,1,1.0,2646,0,0,1.0,0,55,0
SUBJ_NER_019,58,routine_recall,1,0.0,4700,3,0,1.0,0,56,0
SUBJ_NER_019,59,object_memory,1,0.0,2737,1,1,1.0,0,57,0
SUBJ_NER_019,60,reminiscence,1,1.0,3218,0,0,1.0,0,58,0
SUBJ_NER_020,1,memory_match,1,1.0,2734,0,0,1.0,1,0,1
SUBJ_NER_020,2,pattern_recognition,1,0.0,3027,1,0,1.0,0,1,0
SUBJ_NER_020,3,routine_recall,1,1.0,4978,0,0,1.0,1,0,1
SUBJ_NER_020,4,object_memory,1,0.0,3448,1,1,1.0,0,1,0
SUBJ_NER_020,5,reminiscence,1,1.0,2446,0,0,1.0,1,0,1
SUBJ_NER_020,6,memory_match,1,1.0,2555,0,0,1.0,2,0,2
SUBJ_NER_020,7,pattern_recognition,2,1.0,2537,0,0,1.0,3,0,2
SUBJ_NER_020,8,routine_recall,3,1.0,2791,0,0,1.0,4,0,2
SUBJ_NER_020,9,object_memory,4,1.0,2987,0,0,1.0,5,0,2
SUBJ_NER_020,10,reminiscence,5,1.0,3907,0,0,1.0,6,0,1
SUBJ_NER_020,11,memory_match,5,0.0,3494,1,0,1.0,0,1,0
SUBJ_NER_020,12,pattern_recognition,4,0.0,4054,1,1,1.0,0,2,0
SUBJ_NER_020,13,routine_recall,3,1.0,3972,0,0,1.0,0,3,0
SUBJ_NER_020,14,object_memory,2,0.0,4025,1,0,1.0,0,4,0
SUBJ_NER_020,15,reminiscence,1,1.0,3705,0,0,1.0,0,5,0
SUBJ_NER_020,16,memory_match,1,1.0,1519,0,0,1.0,0,6,0
SUBJ_NER_020,17,pattern_recognition,1,0.0,2830,2,0,1.0,0,7,0
SUBJ_NER_020,18,routine_recall,1,0.0,3165,1,0,1.0,0,8,0
SUBJ_NER_020,19,object_memory,1,0.0,3023,3,0,1.0,0,9,0
SUBJ_NER_020,20,reminiscence,1,1.0,2547,0,0,1.0,0,10,0
SUBJ_NER_020,21,memory_match,1,0.0,3422,1,0,1.0,0,11,0
SUBJ_NER_020,22,pattern_recognition,1,1.0,2955,0,0,1.0,0,12,0
SUBJ_NER_020,23,routine_recall,1,0.0,2994,2,0,1.0,0,13,0
SUBJ_NER_020,24,object_memory,1,1.0,1947,0,0,1.0,0,14,0
SUBJ_NER_020,25,reminiscence,1,1.0,2306,0,0,1.0,0,15,0
SUBJ_NER_020,26,memory_match,1,1.0,1396,0,0,1.0,0,16,0
SUBJ_NER_020,27,pattern_recognition,1,1.0,2829,0,0,1.0,0,17,0
SUBJ_NER_020,28,routine_recall,1,1.0,1933,0,0,1.0,0,18,0
SUBJ_NER_020,29,object_memory,1,0.0,2842,2,0,1.0,0,19,0
SUBJ_NER_020,30,reminiscence,1,0.0,2491,1,0,1.0,0,20,0
SUBJ_NER_020,31,memory_match,1,0.0,2324,1,1,1.0,0,21,0
SUBJ_NER_020,32,pattern_recognition,1,0.0,1923,2,1,1.0,0,22,0
SUBJ_NER_020,33,routine_recall,1,0.0,3313,2,0,1.0,0,23,0
SUBJ_NER_020,34,object_memory,1,1.0,3106,0,0,1.0,0,24,0
SUBJ_NER_020,35,reminiscence,1,1.0,1709,0,0,1.0,0,25,0
SUBJ_NER_020,36,memory_match,1,0.0,2000,3,0,1.0,0,26,0
SUBJ_NER_020,37,pattern_recognition,1,1.0,1878,0,0,1.0,0,27,0
SUBJ_NER_020,38,routine_recall,1,1.0,3537,0,0,1.0,0,28,0
SUBJ_NER_020,39,object_memory,1,1.0,2130,0,0,1.0,0,29,0
SUBJ_NER_020,40,reminiscence,1,1.0,2274,0,0,1.0,0,30,0
SUBJ_NER_020,41,memory_match,1,0.0,3736,1,0,1.0,0,31,0
SUBJ_NER_020,42,pattern_recognition,1,1.0,2467,0,0,1.0,0,32,0
SUBJ_NER_020,43,routine_recall,1,1.0,1865,0,0,1.0,0,33,0
SUBJ_NER_020,44,object_memory,1,1.0,2174,0,0,1.0,0,34,0
SUBJ_NER_020,45,reminiscence,1,1.0,3192,0,0,1.0,0,35,0
SUBJ_NER_020,46,memory_match,1,1.0,2185,0,0,1.0,0,36,0
SUBJ_NER_020,47,pattern_recognition,1,0.0,2906,1,0,1.0,0,37,0
SUBJ_NER_020,48,routine_recall,1,0.0,4430,2,1,1.0,0,38,0
SUBJ_NER_020,49,object_memory,1,1.0,2618,0,0,1.0,0,39,0
SUBJ_NER_020,50,reminiscence,1,0.0,2494,2,0,1.0,0,40,0
SUBJ_NER_020,51,memory_match,1,0.0,2784,1,0,1.0,0,41,0
SUBJ_NER_020,52,pattern_recognition,1,0.0,3981,2,1,1.0,0,42,0
SUBJ_NER_020,53,routine_recall,1,1.0,3829,0,0,1.0,0,43,0
SUBJ_NER_020,54,object_memory,1,0.0,4575,1,0,1.0,0,44,0
SUBJ_NER_020,55,reminiscence,1,1.0,1831,0,0,1.0,0,45,0
SUBJ_NER_020,56,memory_match,1,1.0,2301,0,0,1.0,0,46,0
SUBJ_NER_020,57,pattern_recognition,1,1.0,3099,0,0,1.0,0,47,0
SUBJ_NER_020,58,routine_recall,1,1.0,1864,0,0,1.0,0,48,0
SUBJ_NER_020,59,object_memory,1,0.0,3848,2,0,1.0,0,49,0
SUBJ_NER_020,60,reminiscence,1,1.0,3180,0,0,1.0,0,50,0
SUBJ_NER_021,1,memory_match,1,0.0,2866,2,0,1.0,0,1,0
SUBJ_NER_021,2,pattern_recognition,1,1.0,2124,0,0,1.0,1,0,1
SUBJ_NER_021,3,routine_recall,1,1.0,2673,0,0,1.0,2,0,2
SUBJ_NER_021,4,object_memory,2,1.0,2206,0,0,1.0,3,0,2
SUBJ_NER_021,5,reminiscence,3,0.0,3094,2,0,1.0,0,1,0
SUBJ_NER_021,6,memory_match,2,0.0,3167,1,0,1.0,0,2,0
SUBJ_NER_021,7,pattern_recognition,1,1.0,1786,0,0,1.0,0,3,0
SUBJ_NER_021,8,routine_recall,1,0.0,2483,2,0,1.0,0,4,0
SUBJ_NER_021,9,object_memory,1,0.0,1796,1,0,1.0,0,5,0
SUBJ_NER_021,10,reminiscence,1,0.0,3571,1,0,1.0,0,6,0
SUBJ_NER_021,11,memory_match,1,1.0,2097,0,0,1.0,0,7,0
SUBJ_NER_021,12,pattern_recognition,1,0.0,3363,1,0,1.0,0,8,0
SUBJ_NER_021,13,routine_recall,1,0.0,2901,1,0,1.0,0,9,0
SUBJ_NER_021,14,object_memory,1,1.0,1983,0,0,1.0,0,10,0
SUBJ_NER_021,15,reminiscence,1,0.0,3013,2,2,1.0,0,11,0
SUBJ_NER_021,16,memory_match,1,1.0,2251,0,0,1.0,0,12,0
SUBJ_NER_021,17,pattern_recognition,1,1.0,2012,0,0,1.0,0,13,0
SUBJ_NER_021,18,routine_recall,1,0.0,2721,3,0,1.0,0,14,0
SUBJ_NER_021,19,object_memory,1,1.0,3202,0,0,1.0,0,15,0
SUBJ_NER_021,20,reminiscence,1,0.0,2323,1,0,1.0,0,16,0
SUBJ_NER_021,21,memory_match,1,1.0,1497,0,0,1.0,0,17,0
SUBJ_NER_021,22,pattern_recognition,1,1.0,1840,0,0,1.0,0,18,0
SUBJ_NER_021,23,routine_recall,1,0.0,3007,2,0,1.0,0,19,0
SUBJ_NER_021,24,object_memory,1,0.0,2080,2,0,1.0,0,20,0
SUBJ_NER_021,25,reminiscence,1,0.0,3168,1,1,1.0,0,21,0
SUBJ_NER_021,26,memory_match,1,0.0,2098,1,0,1.0,0,22,0
SUBJ_NER_021,27,pattern_recognition,1,1.0,2033,0,0,1.0,0,23,0
SUBJ_NER_021,28,routine_recall,1,0.0,2951,1,0,1.0,0,24,0
SUBJ_NER_021,29,object_memory,1,1.0,1695,0,0,1.0,0,25,0
SUBJ_NER_021,30,reminiscence,1,1.0,1720,0,0,1.0,0,26,0
SUBJ_NER_021,31,memory_match,1,0.0,2588,1,0,1.0,0,27,0
SUBJ_NER_021,32,pattern_recognition,1,1.0,2179,0,0,1.0,0,28,0
SUBJ_NER_021,33,routine_recall,1,0.0,2091,2,0,1.0,0,29,0
SUBJ_NER_021,34,object_memory,1,1.0,2589,0,0,1.0,0,30,0
SUBJ_NER_021,35,reminiscence,1,1.0,1370,0,0,1.0,0,31,0
SUBJ_NER_021,36,memory_match,1,0.0,2474,1,0,1.0,0,32,0
SUBJ_NER_021,37,pattern_recognition,1,0.0,2028,1,0,1.0,0,33,0
SUBJ_NER_021,38,routine_recall,1,1.0,1900,0,0,1.0,0,34,0
SUBJ_NER_021,39,object_memory,1,1.0,2315,0,0,1.0,0,35,0
SUBJ_NER_021,40,reminiscence,1,1.0,2230,0,0,1.0,0,36,0
SUBJ_NER_021,41,memory_match,1,0.0,2656,1,0,1.0,0,37,0
SUBJ_NER_021,42,pattern_recognition,1,1.0,1673,0,0,1.0,0,38,0
SUBJ_NER_021,43,routine_recall,1,0.0,3008,2,0,1.0,0,39,0
SUBJ_NER_021,44,object_memory,1,1.0,1740,0,0,1.0,0,40,0
SUBJ_NER_021,45,reminiscence,1,1.0,3490,0,0,1.0,0,41,0
SUBJ_NER_021,46,memory_match,1,0.0,3076,2,0,1.0,0,42,0
SUBJ_NER_021,47,pattern_recognition,1,0.0,2633,1,0,1.0,0,43,0
SUBJ_NER_021,48,routine_recall,1,1.0,2301,0,0,1.0,0,44,0
SUBJ_NER_021,49,object_memory,1,0.0,3551,1,2,1.0,0,45,0
SUBJ_NER_021,50,reminiscence,1,0.0,2810,1,1,1.0,0,46,0
SUBJ_NER_021,51,memory_match,1,1.0,1975,0,0,1.0,0,47,0
SUBJ_NER_021,52,pattern_recognition,1,0.0,2366,2,0,1.0,0,48,0
SUBJ_NER_021,53,routine_recall,1,1.0,2233,0,0,1.0,0,49,0
SUBJ_NER_021,54,object_memory,1,0.0,2928,2,0,1.0,0,50,0
SUBJ_NER_021,55,reminiscence,1,0.0,2621,2,0,1.0,0,51,0
SUBJ_NER_021,56,memory_match,1,0.0,2377,2,0,1.0,0,52,0
SUBJ_NER_021,57,pattern_recognition,1,1.0,3360,0,0,1.0,0,53,0
SUBJ_NER_021,58,routine_recall,1,0.0,2852,1,1,0.8,0,54,0
SUBJ_NER_021,59,object_memory,1,1.0,2752,0,0,1.0,0,55,0
SUBJ_NER_021,60,reminiscence,1,0.0,1743,2,0,0.8,0,56,0
SUBJ_NER_022,1,memory_match,1,1.0,1108,0,0,1.0,1,0,1
SUBJ_NER_022,2,pattern_recognition,1,0.0,2992,2,1,1.0,0,1,0
SUBJ_NER_022,3,routine_recall,1,1.0,1701,0,0,1.0,1,0,1
SUBJ_NER_022,4,object_memory,1,1.0,1830,0,0,1.0,2,0,2
SUBJ_NER_022,5,reminiscence,2,0.0,2196,1,0,1.0,0,1,0
SUBJ_NER_022,6,memory_match,1,1.0,1220,0,0,1.0,1,0,1
SUBJ_NER_022,7,pattern_recognition,1,1.0,3189,0,0,1.0,2,0,2
SUBJ_NER_022,8,routine_recall,2,1.0,1738,0,0,1.0,3,0,2
SUBJ_NER_022,9,object_memory,3,0.0,3062,1,1,1.0,0,1,0
SUBJ_NER_022,10,reminiscence,2,0.0,2004,1,0,1.0,0,2,0
SUBJ_NER_022,11,memory_match,1,0.0,1739,1,0,1.0,0,3,0
SUBJ_NER_022,12,pattern_recognition,1,1.0,1530,0,0,1.0,0,4,0
SUBJ_NER_022,13,routine_recall,1,1.0,1789,0,0,1.0,0,5,0
SUBJ_NER_022,14,object_memory,1,1.0,1695,0,0,1.0,0,6,0
SUBJ_NER_022,15,reminiscence,1,1.0,1712,0,0,1.0,0,7,0
SUBJ_NER_022,16,memory_match,1,0.0,2470,3,0,1.0,0,8,0
SUBJ_NER_022,17,pattern_recognition,1,0.0,1983,3,1,1.0,0,9,0
SUBJ_NER_022,18,routine_recall,1,0.0,2040,2,0,1.0,0,10,0
SUBJ_NER_022,19,object_memory,1,1.0,1691,0,0,1.0,0,11,0
SUBJ_NER_022,20,reminiscence,1,0.0,2322,2,0,1.0,0,12,0
SUBJ_NER_022,21,memory_match,1,1.0,1483,0,0,1.0,0,13,0
SUBJ_NER_022,22,pattern_recognition,1,0.0,1913,3,0,1.0,0,14,0
SUBJ_NER_022,23,routine_recall,1,0.0,2695,1,1,1.0,0,15,0
SUBJ_NER_022,24,object_memory,1,1.0,1306,0,0,1.0,0,16,0
SUBJ_NER_022,25,reminiscence,1,0.0,2255,1,1,1.0,0,17,0
SUBJ_NER_022,26,memory_match,1,0.0,2379,2,0,1.0,0,18,0
SUBJ_NER_022,27,pattern_recognition,1,1.0,2372,0,0,1.0,0,19,0
SUBJ_NER_022,28,routine_recall,1,1.0,2121,0,0,1.0,0,20,0
SUBJ_NER_022,29,object_memory,1,0.0,2345,1,1,1.0,0,21,0
SUBJ_NER_022,30,reminiscence,1,1.0,1422,0,0,1.0,0,22,0
SUBJ_NER_022,31,memory_match,1,0.0,2316,1,0,1.0,0,23,0
SUBJ_NER_022,32,pattern_recognition,1,0.0,1773,1,0,1.0,0,24,0
SUBJ_NER_022,33,routine_recall,1,0.0,1960,1,0,1.0,0,25,0
SUBJ_NER_022,34,object_memory,1,0.0,2213,1,0,1.0,0,26,0
SUBJ_NER_022,35,reminiscence,1,0.0,2993,2,2,1.0,0,27,0
SUBJ_NER_022,36,memory_match,1,0.0,1559,2,0,1.0,0,28,0
SUBJ_NER_022,37,pattern_recognition,1,1.0,1509,0,0,1.0,0,29,0
SUBJ_NER_022,38,routine_recall,1,0.0,1691,1,0,1.0,0,30,0
SUBJ_NER_022,39,object_memory,1,1.0,1969,0,0,1.0,0,31,0
SUBJ_NER_022,40,reminiscence,1,1.0,2119,0,0,1.0,0,32,0
SUBJ_NER_022,41,memory_match,1,0.0,2165,2,0,1.0,0,33,0
SUBJ_NER_022,42,pattern_recognition,1,1.0,2135,0,0,1.0,0,34,0
SUBJ_NER_022,43,routine_recall,1,1.0,1826,0,0,1.0,0,35,0
SUBJ_NER_022,44,object_memory,1,0.0,2221,1,1,1.0,0,36,0
SUBJ_NER_022,45,reminiscence,1,1.0,1751,0,0,1.0,0,37,0
SUBJ_NER_022,46,memory_match,1,1.0,1709,0,0,1.0,0,38,0
SUBJ_NER_022,47,pattern_recognition,1,0.0,1861,3,0,1.0,0,39,0
SUBJ_NER_022,48,routine_recall,1,1.0,1895,0,0,1.0,0,40,0
SUBJ_NER_022,49,object_memory,1,1.0,2570,0,0,1.0,0,41,0
SUBJ_NER_022,50,reminiscence,1,0.0,2460,1,0,1.0,0,42,0
SUBJ_NER_022,51,memory_match,1,0.0,2416,2,0,1.0,0,43,0
SUBJ_NER_022,52,pattern_recognition,1,0.0,1324,1,1,1.0,0,44,0
SUBJ_NER_022,53,routine_recall,1,0.0,2171,1,0,1.0,0,45,0
SUBJ_NER_022,54,object_memory,1,0.0,2254,1,0,1.0,0,46,0
SUBJ_NER_022,55,reminiscence,1,1.0,1415,0,0,1.0,0,47,0
SUBJ_NER_022,56,memory_match,1,0.0,2062,1,0,1.0,0,48,0
SUBJ_NER_022,57,pattern_recognition,1,1.0,1467,0,0,1.0,0,49,0
SUBJ_NER_022,58,routine_recall,1,1.0,1799,0,0,1.0,0,50,0
SUBJ_NER_022,59,object_memory,1,0.0,1705,1,1,1.0,0,51,0
SUBJ_NER_022,60,reminiscence,1,0.0,2087,2,1,1.0,0,52,0
SUBJ_NER_023,1,memory_match,1,1.0,1040,0,0,1.0,1,0,1
SUBJ_NER_023,2,pattern_recognition,1,0.0,1007,3,0,1.0,0,1,0
SUBJ_NER_023,3,routine_recall,1,1.0,1123,0,0,1.0,1,0,1
SUBJ_NER_023,4,object_memory,1,1.0,1056,0,0,1.0,2,0,2
SUBJ_NER_023,5,reminiscence,2,1.0,730,0,0,1.0,3,0,2
